NAME_2,NAME_3,lat,long,elevation,ndvi,slope,landcover_class
Mamuju,tommo,-2.2622,119.4432,591.002,0.822,5.588,8
Mandailing Natal,nagajuang,0.9294,99.4541,600.299,0.806,9.314,8
Padang Lawas,lubukbarumun,1.1602,99.7868,194.879,0.794,1.331,8
Padang Pariaman,ivkotoaurmalintang,-0.3694,100.0796,337.141,0.729,3.708,8
Padang Pariaman,ulakantapakis,-0.701,100.2162,9.91,0.634,0.179,10
Serdang Bedagai,tebingsyahbandar,3.2948,99.2048,35.497,0.755,0.312,8
Simalungun,gunungmaligas,3.0475,99.154,185.31,0.679,0.599,8
Tapanuli Selatan,muarabatangtoru,1.3875,98.8994,31.142,0.746,0.667,8
Cilacap,cipari,-7.4049,108.7762,79.679,0.728,2.378,10
Deli Serdang,beringin,3.6233,98.8777,9.882,0.297,0.12,10
Deli Serdang,kutalimbaru,3.4161,98.5214,345.596,0.423,1.993,10
Jember,semboro,-8.1826,113.4376,34.237,0.65,0.358,10
Kebumen,karangsambung,-7.572,109.7026,182.142,0.659,3.943,8
Kebumen,kuwarasan,-7.6593,109.5118,13.419,0.395,0.325,10
Kebumen,sempor,-7.5496,109.5122,167.112,0.55,3.059,10
Ketapang,simpangdua,-0.7593,110.2479,55.332,0.676,0.869,8
Kota Sukabumi,baros,-6.9598,106.9324,489.92,0.536,1.394,10
Kota Sukabumi,cibeureum,-6.9414,106.9481,560.865,0.543,1.835,10
Kota Sukabumi,cikole,-6.9152,106.9393,649.585,0.487,2.601,10
Kota Sukabumi,citamiang,-6.9373,106.931,548.857,0.502,1.899,10
Kota Sukabumi,gunungpuyuh,-6.9085,106.9175,627.284,0.539,2.118,10
Kota Sukabumi,lembursitu,-6.9652,106.9001,445.73,0.603,1.615,10
Kuantan Singingi,singingihilir,-0.2183,101.3027,109.369,0.634,1.103,8
Labuhanbatu Utara,kualuhhilir,2.5413,99.9672,3.881,0.664,0.062,10
Labuhanbatu Utara,kualuhhulu,2.5493,99.6392,73.473,0.598,0.991,8
Labuhanbatu Utara,kualuhleidong,2.698,99.9159,5.315,0.662,0.118,8
Labuhanbatu Utara,kualuhselatan,2.4717,99.6492,79.885,0.605,1.356,10
Malang,bantur,-8.3141,112.5523,270.034,0.531,1.718,8
Padang Lawas,huristak,1.3819,99.9084,101.706,0.764,0.582,8
Pidie,mutiara,5.2872,95.9741,20.64,0.46,0.163,10
Pulang Pisau,kahayanhilir,-2.7614,114.2028,9.482,0.463,0.106,10
Tapanuli Tengah,pandan,1.6869,98.8394,52.109,0.572,2.556,10
Asahan,seikepayang,2.8329,99.8648,8.74,0.774,0.12,10
Barru,pujananting,-4.6742,119.7195,432.63,0.312,6.177,10
Barru,soppengriaja,-4.2629,119.6716,199.204,0.286,3.523,10
Bima,donggo,-8.4326,118.5656,664.866,0.577,7.679,10
Bima,lambu,-8.6633,119.0419,195.591,0.523,5.179,10
Bondowoso,tlogosari,-8.033,113.9774,1132.917,0.636,5.608,10
Bondowoso,wonosari,-7.9171,113.8985,286.974,0.698,1.192,8
Bone,tellulimpoe,-4.6576,119.8307,703.703,0.334,6.954,8
Ciamis,lakbok,-7.4057,108.6627,13.971,0.323,0.286,10
Cianjur,cijati,-7.2818,107.0151,221.171,0.638,3.699,8
Cianjur,cikadu,-7.3127,107.2553,678.704,0.695,4.41,8
Cianjur,cikalongkulon,-6.6812,107.2077,407.463,0.506,4.244,8
Cianjur,pagelaran,-7.1574,107.1787,942.768,0.634,4.928,8
Cianjur,pasirkuda,-7.2034,107.2211,990.71,0.649,5.095,10
Cianjur,sukanagara,-7.1005,107.0903,998.936,0.667,2.877,10
Cianjur,tanggeung,-7.2568,107.1207,407.249,0.631,5.149,8
Gowa,pallangga,-5.2509,119.4687,18.84,0.357,0.145,10
Halmahera Selatan,bacanbaratutara,-0.4103,127.4765,249.64,0.763,5.629,10
Indramayu,cantigi,-6.2981,108.2388,1.992,0.195,0.057,6
Jember,sumberjambe,-8.0786,113.9349,842.432,0.57,5.294,10
Kampar,kamparkirihilir,0.1253,101.4683,47.026,0.692,0.319,10
Kepulauan Selayar,bontomatene,-5.8756,120.4891,100.757,0.644,2.251,10
Kepulauan Talaud,moronge,3.9027,126.7088,20.376,0.597,1.034,8
Kota Malang,lowokwaru,-7.9389,112.6158,515.298,0.417,1.125,10
Kuantan Singingi,logastanahdarat,-0.2543,101.5881,89.539,0.783,0.526,10
Lampung Timur,labuhanmaringgai,-5.3444,105.8079,14.346,0.462,0.439,8
Lebak,cijaku,-6.719,106.0664,262.384,0.454,1.428,10
Lombok Barat,kuripan,-8.678,116.1697,67.783,0.464,1.805,8
Lombok Timur,sakrabarat,-8.7229,116.4739,171.641,0.542,1.416,10
Mamuju,kalumpang,-2.5307,119.5859,1087.522,0.55,9.671,8
Padang Lawas Utara,padangbolak,1.5491,99.6095,334.309,0.825,3.51,10
Pamekasan,proppo,-7.1344,113.409,55.403,0.555,0.761,2
Pandeglang,angsana,-6.6027,105.8498,46.658,0.428,0.641,8
Pandeglang,cibaliung,-6.7236,105.7554,92.079,0.461,0.964,10
Pandeglang,cigeulis,-6.6181,105.6846,107.845,0.458,1.939,8
Pandeglang,menes,-6.3808,105.9238,101.851,0.445,1.093,10
Pandeglang,munjul,-6.6302,105.9083,56.514,0.487,0.72,8
Pandeglang,pulosari,-6.3332,105.9392,415.715,0.473,7.38,8
Pangkajene Dan Kepulauan,balocci,-4.9053,119.7141,372.652,0.376,5.64,8
Pangkajene Dan Kepulauan,bungoro,-4.7831,119.6098,77.201,0.308,2.169,8
Pangkajene Dan Kepulauan,labakkang,-4.7613,119.553,11.231,0.24,0.293,10
Pangkajene Dan Kepulauan,mandalle,-4.6068,119.6105,58.656,0.23,2.968,10
Pangkajene Dan Kepulauan,minasatene,-4.8435,119.6138,135.184,0.349,3.433,10
Pangkajene Dan Kepulauan,pangkajene,-4.8569,119.5412,3.108,0.123,0.089,6
Pangkajene Dan Kepulauan,segeri,-4.6677,119.6147,44.761,0.278,1.341,10
Ponorogo,mlarak,-7.9191,111.5237,148.134,0.63,0.844,8
Ponorogo,sambit,-8.0017,111.5153,394.718,0.61,4.995,8
Ponorogo,sawoo,-7.982,111.5856,365.38,0.753,4.254,8
Poso,posopesisirselatan,-1.5217,120.5833,929.055,0.653,7.479,8
Purbalingga,bukateja,-7.4347,109.4502,61.083,0.507,0.406,10
Seram Bagian Timur,wakate,-4.58,131.6846,81.811,0.604,3.605,10
Serdang Bedagai,kotarih,3.2887,98.8572,135.184,0.753,0.715,8
Sidoarjo,prambon,-7.4645,112.5847,13.545,0.548,0.05,10
Sukabumi,bantargadung,-6.9715,106.6639,232.878,0.598,2.717,10
Sukabumi,cidadap,-7.2995,106.9213,218.747,0.668,3.035,8
Sukabumi,cidolog,-7.2875,106.8587,345.764,0.663,2.589,8
Sukabumi,cikidang,-6.8907,106.6367,564.604,0.453,4.542,8
Sukabumi,cimanggu,-7.2357,106.6807,439.375,0.489,2.56,8
Sukabumi,curugkembar,-7.1958,106.9468,413.832,0.613,2.954,8
Sukabumi,kabandungan,-6.7859,106.595,961.836,0.408,5.191,10
Sukabumi,nagrak,-6.8433,106.8385,644.047,0.589,2.936,10
Sukabumi,nyalindung,-7.0141,106.9241,661.923,0.642,4.175,8
Sukabumi,sukalarang,-6.8838,107.0127,947.768,0.447,5.025,8
Sukabumi,waluran,-7.2091,106.5999,457.247,0.48,2.106,10
Sukamara,jelai,-2.9482,110.8981,4.944,0.741,0.079,10
Sumenep,batuan,-7.0224,113.837,33.025,0.54,1.005,10
Temanggung,kranggan,-7.3304,110.2341,554.793,0.537,1.77,10
Tuban,montong,-6.9747,111.8831,223.992,0.627,1.617,10
Tuban,rengel,-7.0702,112.0093,70.358,0.569,1.962,10
