NAME_2,NAME_3,lat,long,elevation,ndvi,slope,landcover_class
Bima,belo,-8.6176,118.7373,169.724,0.796,4.799,8
Buleleng,tejakula,-8.1425,115.3374,380.221,0.664,8.905,8
Garut,banjarwangi,-7.4056,107.8825,1093.673,0.646,6.612,8
Halmahera Barat,sahu,1.2097,127.4517,357.761,0.656,7.707,8
Jember,wuluhan,-8.357,113.5384,74.684,0.772,2.769,8
Jepara,pecangan,-6.696,110.702,24.248,0.444,0.56,8
Jombang,bareng,-7.6909,112.3144,164.293,0.609,2.083,8
Kebumen,padureso,-7.6325,109.7873,139.046,0.655,2.836,8
Kebumen,prembun,-7.7029,109.7974,20.004,0.613,0.547,8
Keerom,arso,-2.976,140.652,283.357,0.66,1.998,8
Kendal,kangkung,-6.9124,110.1174,7.054,0.56,0.118,2
Kolaka Utara,katoi,-3.4545,120.9785,1048.565,0.599,10.731,8
Kolaka Utara,kodeoha,-3.4091,121.0049,968.221,0.525,10.708,8
Kota Serang,cipocokjaya,-6.1448,106.1692,43.475,0.399,0.476,8
Kota Serang,taktakan,-6.1311,106.1076,99.867,0.51,1.431,8
Kota Serang,walantaka,-6.1496,106.2225,26.51,0.434,0.239,8
Kupang,amarasi,-10.2166,123.8824,318.948,0.713,3.333,8
Lombok Tengah,praya,-8.6794,116.284,185.732,0.723,1.38,8
Lombok Timur,labuhanhaji,-8.6522,116.5832,41.53,0.664,1.12,8
Lombok Timur,pringgabaya,-8.5091,116.637,210.111,0.585,3.718,8
Lumajang,kedungjajang,-8.0396,113.2235,161.76,0.814,2.414,8
Madiun,saradan,-7.5168,111.7549,159.42,0.639,1.398,8
Majalengka,ligung,-6.6625,108.2853,25.485,0.573,0.139,2
Pasuruan,gempol,-7.5949,112.6811,125.189,0.604,3.092,8
Pasuruan,pandaan,-7.6498,112.7068,157.754,0.586,1.568,8
Pasuruan,prigen,-7.7077,112.6402,1007.139,0.457,9.818,8
Pasuruan,purwosari,-7.7614,112.7264,343.511,0.644,2.751,8
Pasuruan,sukorejo,-7.6938,112.7303,189.938,0.681,1.634,8
Ponorogo,babadan,-7.8162,111.4771,115.352,0.595,0.382,2
Pulang Pisau,maliku,-2.9541,114.1622,7.764,0.709,0.056,8
Rote Ndao,rotetengah,-10.7041,123.1539,140.114,0.652,2.01,8
Serang,jawilan,-6.2887,106.3435,31.247,0.516,0.242,8
Serang,kibin,-6.1618,106.3157,13.179,0.34,0.123,2
Situbondo,banyuputih,-7.8306,114.3458,169.851,0.745,3.164,8
Sragen,plupuh,-7.4396,110.8887,95.364,0.518,0.447,2
Sragen,sambungmacan,-7.3703,111.1014,77.847,0.54,0.195,2
Subang,binong,-6.4004,107.8004,21.369,0.52,0.124,2
Subang,ciasem,-6.3201,107.6612,10.096,0.303,0.093,2
Subang,ciater,-6.7373,107.67,958.519,0.569,5.994,8
Subang,cibogo,-6.5682,107.838,70.747,0.639,0.782,8
Subang,dawuan,-6.5745,107.6865,175.96,0.498,2.17,8
Subang,kalijati,-6.5274,107.6499,113.05,0.452,0.855,8
Subang,sagalaherang,-6.684,107.6458,788.271,0.668,5.856,8
Subang,subang,-6.574,107.7783,100.713,0.566,0.922,8
Sumbawa,alasbarat,-8.5349,116.9386,131.685,0.721,3.339,8
Sumbawa Barat,brangrea,-8.7127,116.9891,413.184,0.799,6.663,8
Sumedang,buahdua,-6.6866,107.9453,298.585,0.605,4.073,8
Aceh Barat,woylabarat,4.4144,95.9848,31.918,0.803,0.385,8
Aceh Barat,woylatimur,4.4596,96.0919,48.087,0.801,0.616,8
Aceh Selatan,sawang,3.429,97.1746,712.277,0.691,9.83,8
Blora,kradenan,-7.284,111.4316,69.992,0.657,0.582,8
Blora,randublatung,-7.1868,111.3928,92.296,0.712,0.626,8
Bojonegoro,temayang,-7.3625,111.9147,133.65,0.729,1.289,8
Buol,karamat,1.2466,121.3838,186.86,0.702,5.429,8
Ciamis,cimaragas,-7.3799,108.4475,126.5,0.798,1.423,8
Donggala,banawa,-0.7373,119.7556,279.225,0.731,6.077,8
Garut,cibatu,-7.0854,107.9984,734.059,0.696,4.715,8
Garut,tarogongkaler,-7.1743,107.8619,1186.868,0.517,8.677,8
Grobogan,gubug,-7.0667,110.6772,19.535,0.526,0.275,2
Kapuas Hulu,silathulu,0.2049,112.2244,196.767,0.781,3.472,8
Kepulauan Sula,sanana,-2.092,125.9442,167.43,0.75,3.501,8
Kerinci,gunungkerinci,-1.8986,101.2554,1345.212,0.658,6.629,8
Kerinci,kelilingdanau,-2.2356,101.4027,1056.946,0.708,7.85,8
Kota Probolinggo,wonoasih,-7.7969,113.2219,31.587,0.637,0.28,8
Lumajang,kunir,-8.2228,113.2309,30.727,0.762,0.375,8
Luwu,walenrangutara,-2.7577,120.0946,518.316,0.807,7.283,8
Majalengka,lemahsugih,-7.0088,108.1895,750.932,0.681,5.048,8
Mesuji,simpangpematang,-3.9852,105.1881,15.14,0.689,0.22,8
Padang Lawas,sosopan,1.2052,99.5585,691.327,0.781,6.509,8
Padang Lawas,ulubarumun,1.0723,99.6332,618.636,0.715,6.801,8
Pidie,tangse,5.0254,95.924,902.468,0.718,7.948,8
Poso,loreselatan,-1.9034,120.3272,1380.278,0.722,6.987,8
Pulang Pisau,banamatingang,-1.7125,113.9025,46.316,0.628,0.249,8
Pulang Pisau,kahayantengah,-2.0105,113.9779,32.374,0.706,0.193,8
Sigi,marawola,-0.9733,119.8554,219.489,0.621,5.95,8
Sumedang,jatinangor,-6.9313,107.7776,768.942,0.57,3.064,8
Sumedang,sumedangselatan,-6.9018,107.9214,838.604,0.681,6.256,8
Sumenep,ganding,-7.0354,113.7039,150.91,0.682,1.964,8
Tegal,kedungbanteng,-6.9782,109.2257,69.993,0.531,1.01,8
Wonogiri,eromoko,-7.9672,110.8213,327.276,0.705,2.951,8
Aceh Barat Daya,jeumpa,3.7648,96.8096,11.036,0.673,0.607,8
Aceh Barat Daya,lembahsabil,3.6248,96.9937,257.114,0.819,5.39,8
Alor,pantartimur,-8.3266,124.2414,383.545,0.832,7.747,8
Bandung,kertasari,-7.2412,107.6791,1763.098,0.784,5.858,8
Empat Lawang,lintangkanan,-3.9387,103.0189,1080.477,0.699,6.39,8
Ende,endeselatan,-8.8762,121.6461,129.106,0.693,6.541,8
Ende,endeutara,-8.8185,121.6295,259.944,0.786,6.895,8
Ende,wewaria,-8.5947,121.6849,239.02,0.844,5.641,8
Ende,wolojita,-8.8171,121.8371,612.321,0.794,10.432,8
Flores Timur,adonaratimur,-8.3612,123.1754,321.934,0.877,7.12,8
Flores Timur,klubagolit,-8.2931,123.2307,348.924,0.871,5.526,8
Hulu Sungai Tengah,haruyan,-2.698,115.3786,80.399,0.786,1.109,8
Indragiri Hilir,kemuning,-0.9262,102.7097,116.617,0.748,1.296,8
Indragiri Hulu,batangcenaku,-0.7941,102.2349,118.518,0.793,1.231,8
Indragiri Hulu,batanggansal,-0.8133,102.4992,158.216,0.785,1.826,8
Kampar,tapung,0.5814,101.0907,36.909,0.796,0.292,8
Kapuas Hulu,badau,0.9595,111.9459,64.62,0.646,1.066,8
Kota Kupang,alak,-10.2248,123.5776,189.279,0.634,2.247,8
Kupang,fatuleubarat,-9.8584,123.7272,212.785,0.75,3.702,8
Kupang,kupangbarat,-10.2837,123.5258,98.127,0.726,1.91,8
Lombok Utara,pemenang,-8.4277,116.0813,170.527,0.844,5.353,8
Madiun,wonoasri,-7.5949,111.6343,114.206,0.654,0.89,8
Madiun,wungu,-7.656,111.5947,155.578,0.691,1.261,8
Pidie Jaya,bandardua,5.112,96.312,583.174,0.702,8.125,8
Pulang Pisau,jabirenraya,-2.4475,114.1937,13.188,0.758,0.126,8
Semarang,bandungan,-7.2217,110.3633,947.123,0.746,5.969,8
Semarang,tuntang,-7.2785,110.477,473.075,0.764,2.425,8
Serang,cikeusal,-6.214,106.2536,31.242,0.623,0.298,8
Siak,sungaimandau,0.9811,101.7107,26.569,0.741,0.276,8
Siak,tualang,0.6527,101.631,23.338,0.711,0.317,8
Sumba Tengah,katikutana,-9.5838,119.5361,479.696,0.826,1.368,8
Timor Tengah Selatan,boking,-9.8197,124.7405,225.589,0.765,4.689,8
Timor Tengah Selatan,molloutara,-9.7216,124.2026,863.156,0.774,6.705,8
Timor Tengah Selatan,toianas,-9.7058,124.775,239.046,0.801,3.723,8
Timor Tengah Utara,insana,-9.4696,124.6981,402.822,0.826,3.305,8
Timor Tengah Utara,insanabarat,-9.4752,124.5769,435.366,0.801,3.232,8
Timor Tengah Utara,miomaffotimur,-9.3803,124.49,633.869,0.838,5.278,8
Wonogiri,jatipurno,-7.7782,111.1418,725.969,0.76,4.589,8
Wonogiri,jatisrono,-7.8447,111.133,365.792,0.724,1.636,8
Aceh Tenggara,babussalam,3.4886,97.8058,194.297,0.623,2.987,8
Aceh Tenggara,lawealas,3.4336,97.8192,222.344,0.652,5.017,8
Aceh Timur,idirayeuk,4.9549,97.7598,12.146,0.599,0.353,8
Gayo Lues,putribetung,3.7816,97.4694,1814.735,0.763,10.798,8
Gayo Lues,rikitgaib,4.1192,97.2975,1484.161,0.808,9.77,8
Kapuas,kapuashulu,-0.8167,113.8842,144.502,0.725,1.451,8
Kotawaringin Barat,arututara,-2.0193,111.8979,76.818,0.826,1.159,8
Lima Puluh Kota,akabiluru,-0.2216,100.5194,701.92,0.71,5.031,8
Malinau,malinauutara,3.6959,116.5017,288.537,0.689,2.933,8
Minahasa Tenggara,ratahantimur,1.0734,124.8403,421.057,0.858,4.129,8
Pamekasan,pademawu,-7.1966,113.5155,11.906,0.476,0.265,2
Sanggau,entikong,0.9983,110.2515,253.492,0.737,4.175,8
Siak,kandis,1.0007,101.1657,36.487,0.688,0.248,8
Sijunjung,kamangbaru,-0.7819,101.3101,249.408,0.776,3.383,8
Tanah Bumbu,satui,-3.6613,115.4302,56.152,0.648,0.894,8
Wajo,gilireng,-3.8884,120.1884,69.759,0.516,0.893,8
Wajo,keera,-3.8151,120.2878,70.023,0.485,1.228,8
Bandung,rancabali,-7.1689,107.3499,1538.027,0.767,5.745,8
Banyumas,kemranjen,-7.5908,109.3083,84.863,0.723,2.079,8
Buton Utara,kulisusubarat,-4.6447,123.0137,73.177,0.673,1.079,8
Buton Utara,wakorumba,-4.5188,122.9316,210.003,0.61,4.629,8
Cilacap,dayeuhluhur,-7.2286,108.6135,462.729,0.767,4.51,8
Garut,bayongbong,-7.274,107.8444,1187.432,0.713,7.034,8
Kepahiang,seberangmusi,-3.7337,102.6269,655.602,0.822,4.446,8
Kerinci,gunungtujuh,-1.7283,101.3688,1756.051,0.66,7.315,8
Konawe Selatan,angata,-4.1562,122.1173,58.255,0.753,0.76,8
Kutai Barat,longbagun,0.7619,115.2735,549.074,0.763,5.085,8
Pelalawan,ukui,-0.2252,101.9622,69.373,0.771,0.444,8
Sukabumi,cibadak,-6.8947,106.7629,454.145,0.779,2.26,8
Aceh Barat,johanpahlawan,4.1892,96.1194,15.09,0.749,0.286,8
Aceh Barat,kawayxvi,4.2708,96.2177,34.338,0.809,0.539,8
Aceh Besar,darulimarah,5.5075,95.3136,25.27,0.575,1.676,8
Aceh Besar,darulkamal,5.4685,95.3233,253.21,0.765,7.924,8
Aceh Besar,leupung,5.3449,95.3097,623.639,0.849,9.189,8
Aceh Tamiang,bandarpusaka,4.2735,97.8512,139.137,0.815,3.232,8
Banggai,luwuktimur,-0.8343,122.9993,206.051,0.797,3.543,8
Bantaeng,bantaeng,-5.5051,119.969,314.284,0.741,5.026,8
Bantaeng,bissappu,-5.5389,119.9039,101.17,0.725,3.149,8
Bantaeng,eremerasa,-5.477,119.9892,485.565,0.807,5.562,8
Bantaeng,gantarangkeke,-5.5216,120.0612,132.913,0.812,1.641,8
Batu Bara,seibalai,3.1044,99.5803,10.474,0.71,0.164,8
Batu Bara,talawi,3.1676,99.5351,9.941,0.752,0.16,8
Bengkayang,sungairaya,0.5925,108.9656,10.892,0.724,0.255,8
Bulukumba,rilauale,-5.4152,120.1836,210.545,0.779,1.448,8
Bulukumba,ujungloe,-5.4716,120.2752,39.412,0.734,0.582,8
Donggala,sinduetobata,-0.373,119.8379,393.984,0.849,4.572,8
Kapuas Hulu,boyantanjung,0.432,112.5226,200.769,0.78,2.912,8
Kapuas Hulu,hulugurung,0.3772,112.2713,192.504,0.799,3.632,8
Kapuas Hulu,mentebah,0.4603,112.9246,211.987,0.833,3.204,8
Ketapang,sandai,-1.1828,110.6137,67.152,0.825,0.965,8
Kolaka,tanggetada,-4.3446,121.6441,237.927,0.842,2.093,8
Konawe,abuki,-3.677,121.9444,291.247,0.733,4.304,8
Konawe,lambuya,-3.9661,122.0421,199.917,0.712,3.135,8
Konawe,wawotobi,-3.8617,122.1393,34.891,0.735,0.235,8
Konawe Utara,lembo,-3.783,122.3265,200.978,0.652,3.5,8
Konawe Utara,sawa,-3.8149,122.3979,108.07,0.609,2.03,8
Konawe Utara,wiwirano,-3.1863,122.0669,450.105,0.719,5.538,8
Kubu Raya,rasaujaya,-0.2471,109.3451,9.368,0.749,0.179,8
Luwu,larompong,-3.5515,120.2911,421.767,0.727,5.862,8
Luwu,larompongselatan,-3.617,120.3596,121.71,0.71,2.736,8
Melawi,tanahpinoh,-0.8017,111.558,149.061,0.787,1.707,8
Murung Raya,permataintan,-0.7307,114.2626,94.519,0.73,0.755,8
Murung Raya,sumberbarito,-0.4046,114.1564,296.169,0.723,3.227,8
Nagan Raya,darulmakmur,3.9663,96.5488,134.831,0.843,2.249,8
Parigi Moutong,parigiselatan,-0.9434,120.1652,580.782,0.674,6.871,8
Parigi Moutong,tomini,0.5706,120.5463,799.939,0.704,8.466,8
Parigi Moutong,toribulu,-0.3349,119.9731,299.638,0.696,4.726,8
Pohuwato,dengilo,0.6914,122.0783,572.211,0.756,6.216,8
Pohuwato,paguat,0.4973,122.0551,95.015,0.749,3.177,8
Sinjai,sinjaitimur,-5.1796,120.2513,60.2,0.74,1.282,8
Sintang,kayanhilir,-0.0243,111.9391,74.258,0.79,1.108,8
Aceh Tenggara,lawebulan,3.5012,97.8707,908.68,0.692,10.486,8
Aceh Timur,indramakmur,4.8686,97.5839,84.25,0.805,0.968,8
Asahan,airbatu,2.8635,99.625,34.312,0.781,0.249,8
Asahan,setiajanji,2.9372,99.4891,56.632,0.778,0.375,8
Asahan,tinggiraja,2.8324,99.54,56.529,0.796,0.382,8
Lampung Selatan,sragi,-5.6426,105.754,12.602,0.501,0.228,8
Pacitan,donorojo,-8.1407,110.9478,294.672,0.572,1.672,8
Aceh Barat Daya,setia,3.6979,96.8748,7.608,0.663,0.512,2
Aceh Tamiang,karangbaru,4.3432,98.0421,21.583,0.778,0.375,8
Aceh Tamiang,kejuruanmuda,4.2003,98.0215,31.514,0.805,0.475,8
Aceh Tamiang,manyakpayed,4.4313,98.0264,26.198,0.687,0.33,8
Aceh Tamiang,rantau,4.2988,98.1079,23.457,0.772,0.412,8
Aceh Tamiang,sekerak,4.3171,97.9247,59.944,0.794,1.005,8
Aceh Timur,birembayeun,4.4777,97.8577,72.313,0.789,1.073,8
Pidie Jaya,meureudu,5.0584,96.2408,1040.084,0.734,7.926,8
Sarolangun,limun,-2.5693,102.5162,235.31,0.571,2.297,8
Sumedang,sumedangutara,-6.836,107.9082,553.38,0.567,3.04,8
Tabalong,tanjung,-2.0982,115.3755,39.335,0.851,0.351,8
Cilacap,cimanggu,-7.3105,108.8418,182.48,0.784,3.44,8
Cilacap,patimuan,-7.6126,108.784,5.477,0.595,0.127,2
Cilacap,sidareja,-7.4626,108.7982,64.397,0.694,1.306,8
Ende,endetimur,-8.7983,121.6707,325.842,0.813,7.412,8
Jember,panti,-8.0703,113.6228,986.812,0.67,7.406,8
Karangasem,selat,-8.4174,115.4837,784.183,0.664,6.315,8
Kediri,grogol,-7.758,111.9368,257.425,0.623,2.557,8
Lombok Barat,batulayar,-8.5028,116.0727,169.06,0.715,4.6,8
Pasuruan,rejoso,-7.6798,112.9506,6.967,0.572,0.122,2
Sekadau,nangamahap,-0.4843,110.7312,186.256,0.684,3.087,8
Aceh Timur,bandaalam,4.8587,97.6914,38.063,0.654,0.413,8
Aceh Timur,iditunong,4.9159,97.7261,22.811,0.628,0.311,8
Aceh Timur,nurussalam,4.9747,97.6594,29.403,0.56,0.315,8
Aceh Timur,simpangulim,5.1076,97.5794,4.467,0.526,0.085,8
Aceh Utara,langkahan,4.8834,97.4394,70.801,0.682,1.152,8
Aceh Utara,lhoksukon,5.0299,97.3594,12.599,0.605,0.191,8
Aceh Utara,tanahluas,4.9673,97.1376,231.229,0.658,2.622,8
Alor,telukmutiara,-8.2289,124.5395,259.252,0.782,7.918,8
Banyumas,sumpiuh,-7.5957,109.3674,167.954,0.738,2.943,8
Bengkulu Tengah,banghaji,-3.603,102.3297,104.536,0.835,1.442,8
Bengkulu Tengah,tabapenanjung,-3.7054,102.4979,289.389,0.81,3.945,8
Bengkulu Tengah,talangempat,-3.8088,102.3813,46.394,0.751,0.831,8
Bengkulu Utara,lais,-3.4626,102.0716,61.445,0.8,0.652,8
Brebes,bantarkawung,-7.2216,108.9143,245.41,0.681,4.148,8
Garut,cikajang,-7.4,107.8003,1345.847,0.628,5.555,8
Kota Medan,medansunggal,3.5806,98.6271,28.109,0.359,0.108,0
Langkat,padangtualang,3.8143,98.3232,24.96,0.758,0.351,8
Lebak,cibeber,-6.7738,106.3643,826.833,0.649,5.601,8
Luwu,bajobarat,-3.3617,120.2368,317.859,0.71,6.216,8
Seluma,selumautara,-3.9496,102.6484,600.172,0.79,5.395,8
Serdang Bedagai,tebingtinggi,3.3382,99.148,27.333,0.731,0.208,8
Sintang,sepauk,-0.1814,111.1956,164.081,0.631,2.463,8
Grobogan,toroh,-7.16,110.9192,52.75,0.594,0.54,2
Karangasem,karangasem,-8.4431,115.6314,188.927,0.739,4.691,8
Kebumen,adimulyo,-7.6747,109.5582,11.289,0.392,0.079,2
Kebumen,karanganyar,-7.6115,109.5673,68.372,0.665,2.127,8
Kebumen,pejagoan,-7.6268,109.6421,123.153,0.691,2.68,8
Kebumen,sadang,-7.5074,109.7253,259.812,0.783,5.104,8
Kebumen,sruweng,-7.6432,109.6113,81.877,0.64,1.756,8
Klaten,juwiring,-7.6586,110.7382,108.108,0.589,0.207,2
Muara Enim,tanjungagung,-3.9344,103.7863,322.732,0.837,2.228,8
Pandeglang,cisata,-6.4084,105.9307,100.935,0.692,2.163,8
Pati,batangan,-6.7127,111.2027,7.117,0.505,0.126,2
Probolinggo,kraksaan,-7.7558,113.4302,9.411,0.547,0.197,2
Serdang Bedagai,seibamban,3.4255,99.1524,11.957,0.561,0.126,2
Tulungagung,kauman,-8.0376,111.8585,131.013,0.597,1.038,8
Batu Bara,airputih,3.2873,99.396,10.328,0.557,0.115,8
Bolaang Mongondow Timur,kotabunan,0.8703,124.6244,582.458,0.746,6.798,8
Mamuju,sampaga,-2.3585,119.2236,70.458,0.757,1.532,8
Mamuju,tapalang,-2.8554,118.9436,526.36,0.891,6.41,8
Parigi Moutong,torue,-1.0419,120.2781,646.083,0.576,7.607,8
Pasuruan,lekok,-7.6755,113.0085,27.74,0.653,0.623,2
Poso,loreutara,-1.35,120.3042,1554.644,0.707,7.798,8
Sekadau,sekadauhilir,0.0405,110.9386,37.961,0.802,0.377,8
Sukabumi,ciemas,-7.2073,106.4832,227.561,0.814,2.902,8
Sukabumi,gunungguruh,-6.9492,106.8755,520.395,0.73,2.421,8
Banyumas,gumelar,-7.3887,108.9965,254.115,0.829,3.248,8
Cilacap,karangpucung,-7.3812,108.9025,174.544,0.797,2.552,8
Kendal,patean,-7.0796,110.1028,343.355,0.744,3.573,8
Ketapang,jelaihulu,-1.94,110.8869,123.71,0.818,2.308,8
Kuningan,japara,-6.9116,108.5437,339.226,0.8,2.569,8
Lamandau,bulik,-2.1143,111.4239,53.476,0.761,0.675,8
Muna,batukara,-4.8212,122.8764,218.703,0.621,5.227,8
Nagekeo,keotengah,-8.8718,121.2978,393.988,0.543,9.451,8
Probolinggo,besuk,-7.7894,113.4779,56.448,0.623,0.77,8
Timor Tengah Selatan,kie,-9.8566,124.5438,684.846,0.628,5.283,8
Timor Tengah Selatan,kolbano,-9.9864,124.5232,457.666,0.593,7.155,8
Timor Tengah Selatan,santian,-9.7796,124.7065,403.425,0.647,4.834,8
Garut,cilawu,-7.3,107.8994,1216.522,0.769,7.789,8
Garut,pasirwangi,-7.2116,107.7642,1467.775,0.747,5.669,8
Pohuwato,taluditi,0.782,121.8136,593.489,0.774,6.616,8
Polewali Mandar,mapilli,-3.3657,119.1746,69.117,0.691,1.366,8
Sigi,kulawi,-1.5112,119.8823,1095.67,0.834,8.814,8
Tanah Bumbu,angsana,-3.6896,115.6001,22.541,0.575,0.277,8
Tanah Bumbu,sungailoban,-3.6532,115.7263,17.675,0.66,0.217,8
Asahan,meranti,3.0831,99.6191,8.326,0.679,0.131,8
Bengkulu Selatan,airnipis,-4.3322,103.1022,532.266,0.779,4.847,8
Bengkulu Selatan,bungamas,-4.4936,102.9922,50.515,0.761,0.737,8
Bengkulu Selatan,kedurangilir,-4.5134,103.0574,79.746,0.759,1.172,8
Bengkulu Selatan,kotamanna,-4.4365,102.9114,45.696,0.697,0.732,8
Bengkulu Selatan,pasarmanna,-4.4679,102.9154,30.104,0.647,0.663,8
Bengkulu Selatan,seginim,-4.4418,103.0173,59.05,0.686,0.679,8
Bengkulu Tengah,pagarjati,-3.594,102.3926,267.606,0.817,3.597,8
Bengkulu Tengah,pematangtiga,-3.5727,102.3094,161.239,0.798,2.087,8
Bengkulu Tengah,pondokkubang,-3.7003,102.3524,53.152,0.793,0.514,8
Bengkulu Utara,airnapal,-3.5823,102.1735,43.441,0.812,0.548,8
Bengkulu Utara,batiknau,-3.3852,102.0004,57.402,0.816,0.817,8
Bengkulu Utara,padangjaya,-3.3055,102.176,644.893,0.81,4.924,8
Bintan,bintantimur,0.8627,104.5694,17.969,0.485,0.727,8
Bolaang Mongondow,dumogatimur,0.6495,124.1061,459.29,0.734,5.855,8
Bolaang Mongondow Selatan,pinolosian,0.4604,124.1209,484.874,0.485,5.948,8
Bolaang Mongondow Selatan,posigadan,0.4267,123.6323,817.154,0.495,7.192,8
Bone Bolango,bone,0.3756,123.445,465.34,0.543,7.037,8
Bone Bolango,kabilabone,0.4601,123.1422,303.604,0.636,6.965,8
Deli Serdang,bangunpurba,3.371,98.8205,108.297,0.808,0.545,8
Deli Serdang,galang,3.4392,98.8852,47.966,0.727,0.303,8
Enrekang,maiwa,-3.6962,119.8828,253.629,0.727,4.361,8
Kapuas Hulu,embalohhilir,0.9236,112.6261,47.462,0.564,0.239,8
Kapuas Hulu,seberuang,0.3777,112.0521,95.619,0.616,1.95,8
Kaur,tanjungkemuning,-4.5958,103.1781,84.922,0.783,1.518,8
Kota Binjai,binjaikota,3.6001,98.4771,36.799,0.455,0.149,8
Kota Binjai,binjaiselatan,3.5648,98.4715,50.847,0.665,0.297,8
Kota Medan,medanpetisah,3.5924,98.6598,25.083,0.263,0.121,0
Luwu Utara,sabbang,-2.5996,120.1318,654.257,0.694,7.156,8
Malinau,malinauselatan,3.014,116.3687,436.134,0.787,4.369,8
Maluku Tengah,kotamasohi,-3.3047,128.9586,36.357,0.474,3.32,0
Mamasa,aralle,-2.8752,119.08,903.453,0.758,6.198,8
Mukomuko,ipuh,-2.9951,101.5031,42.918,0.79,0.736,8
Ogan Ilir,lubukkeliat,-3.4885,104.6227,18.677,0.727,0.15,8
Ogan Ilir,payaraman,-3.4351,104.5237,29.598,0.775,0.173,8
Sambas,selakautimur,1.0423,109.1253,18.723,0.708,0.36,8
Seluma,ilirtalo,-4.2077,102.6365,12.994,0.826,0.289,8
Seluma,selumatimur,-4.1089,102.6064,54.071,0.819,0.85,8
Sukamara,sukamara,-2.6042,111.2312,19.747,0.625,0.218,8
Aceh Barat,bubon,4.3034,96.1241,26.299,0.648,0.356,8
Bangka,pemali,-1.8834,106.0375,27.361,0.49,0.437,8
Bengkulu Utara,napalputih,-3.1104,101.9722,281.133,0.655,2.783,8
Ciamis,cihaurbeuti,-7.2217,108.2303,836.067,0.463,7.33,8
Cianjur,bojongpicung,-6.8883,107.2556,461.503,0.685,4.091,8
Cianjur,campaka,-7.0052,107.1122,897.963,0.748,4.18,8
Cianjur,cibeber,-6.9354,107.1397,583.653,0.712,3.773,8
Cianjur,cidaun,-7.4076,107.3782,431.396,0.534,4.474,8
Cianjur,cugenang,-6.801,107.0654,1054.34,0.587,7.349,8
Cianjur,leles,-7.34,107.0181,217.473,0.675,2.555,8
Donggala,sinduetombusabora,-0.4691,119.8383,404.521,0.661,5.355,8
Garut,cibalong,-7.6622,107.851,167.281,0.542,2.991,8
Garut,cisompet,-7.5552,107.808,524.706,0.569,5.761,8
Gunung Mas,kurun,-1.1722,113.8663,86.523,0.535,0.611,8
Gunung Mas,tewah,-1.0282,113.6993,93.044,0.602,0.694,8
Katingan,katinganhilir,-1.8916,113.3843,36.734,0.6,0.208,8
Kotawaringin Timur,cempagahulu,-1.9688,113.0509,29.719,0.683,0.24,8
Kotawaringin Timur,parenggean,-1.8522,112.7875,35.793,0.624,0.288,8
Kotawaringin Timur,telawang,-2.3567,112.5959,27.898,0.738,0.259,8
Lamandau,sematujaya,-2.2354,111.5563,40.162,0.582,0.544,8
Lebak,cilograng,-6.9155,106.3738,358.689,0.712,4.063,8
Lebak,panggarangan,-6.8292,106.2243,340.218,0.711,3.155,8
Nias,gido,1.1142,97.7255,77.87,0.626,1.707,8
Sarolangun,mandiangin,-2.11,103.0522,72.6,0.662,0.354,8
Sigi,nokilalaki,-1.2033,120.1099,898.577,0.713,7.482,8
Sigi,sigibiromaru,-0.9922,119.9708,517.866,0.702,5.423,8
Sintang,kayanhulu,-0.0697,112.2531,229.638,0.603,3.276,8
Sintang,kelampermai,0.1633,111.7304,57.091,0.441,1.291,8
Sintang,ketungautengah,0.7574,111.46,113.158,0.593,1.87,8
Sintang,serawai,-0.3869,112.5892,316.097,0.625,3.709,8
Sintang,tempunak,-0.1512,111.3383,93.357,0.475,1.375,8
Tabanan,kediri,-8.5819,115.1232,73.158,0.432,0.658,8
Tasikmalaya,karangnunggal,-7.6637,108.1507,195.152,0.372,1.902,8
Trenggalek,panggul,-8.2301,111.4567,255.695,0.51,5.823,8
Aceh Tengah,bies,4.6119,96.7908,1398.13,0.338,7.192,8
Aceh Tengah,kebayakan,4.6533,96.8692,1439.545,0.226,8.408,8
Aceh Utara,dewantara,5.2367,97.0084,9.405,0.28,0.234,8
Aceh Utara,nisam,5.1678,97.0095,32.195,0.416,0.744,8
Aceh Utara,samudera,5.1223,97.2268,6.994,0.172,0.11,8
Bandung,cangkuang,-7.0575,107.5419,782.8,0.433,3.312,8
Bangli,bangli,-8.3966,115.3616,698.566,0.63,2.448,8
Bantul,kretek,-7.9951,110.3052,22.873,0.413,1.346,8
Bantul,piyungan,-7.8433,110.4625,113.829,0.542,2.166,8
Banyuwangi,glenmore,-8.3122,114.0485,491.359,0.531,4.224,8
Bireuen,makmur,5.1425,96.8539,60.334,0.456,0.618,8
Blitar,nglegok,-7.999,112.2192,476.095,0.51,2.384,8
Bojonegoro,ngraho,-7.2561,111.5405,65.191,0.548,0.58,8
Bone Bolango,tapa,0.6237,123.0993,127.081,0.535,3.287,8
Cilacap,kampunglaut,-7.6692,108.876,3.448,0.232,0.125,5
Cilacap,kedungreja,-7.5199,108.7714,8.472,0.182,0.11,2
Cilacap,kesugihan,-7.6262,109.0915,33.27,0.19,1.036,8
Cilacap,maos,-7.6046,109.1578,9.521,0.136,0.111,2
Ende,ende,-8.741,121.6278,558.912,0.624,7.634,8
Gayo Lues,dabungelang,3.9627,97.492,1532.616,0.222,6.686,8
